stop_id,stop_name,Borough,Rides2019,Rides2020,Linked,node_link,stop_lat,stop_lon,ratio20to19,zRatio20to19
A64,111 St,Q,760163,339066,1,A64,40.684331,-73.832163,0.4460438090251696,0.35734745967174364
A65,Ozone Park-Lefferts Blvd,Q,2216647,1019115,1,A65,40.685951,-73.825798,0.4597552068507074,0.5110340407789501
B04,21 St-Queensbridge,Q,3516992,1355845,1,B04,40.754203,-73.942836,0.3855126767419431,-0.32112623714058197
B06,Roosevelt Island,M,2380764,893253,1,B06,40.759145,-73.95326,0.37519594550320823,-0.43676310892107734
B08,Lexington Av/63 St,M,6567634,2441527,1,B08,40.764629,-73.966113,0.37175137956834986,-0.4753721237467387
B10,57 St,M,4550216,1491039,1,B10,40.763972,-73.97745,0.32768532307037734,-0.9692941623471141
B12,9 Av,B,1708387,807970,1,B12,40.646292,-73.994324,0.4729431914431566,0.6588538538641655
B13,Fort Hamilton Pkwy,B,1207971,614581,1,B13,40.640914,-73.994304,0.5087713198412875,1.0604396462859367
B14,50 St,B,976988,521944,1,B14,40.63626,-73.994791,0.5342378821438953,1.3458860276571911
B15,55 St,B,637405,330043,1,B15,40.631435,-73.995476,0.5177916709156659,1.1615458161051726
B16,62 St,B,1501183,718496,2,LINK_B16,40.626472,-73.996895,0.47861986180232524,0.7224817983431978
B17,71 St,B,1722921,721711,1,B17,40.619589,-73.998864,0.41888803955607945,0.05296730674038331
B18,79 St,B,1926290,816330,1,B18,40.613501,-74.00061,0.4237835424572624,0.10783940025384736
B19,18 Av,B,1942617,851720,1,B19,40.607954,-74.001736,0.4384394865277098,0.27211309180193327
B20,20 Av,B,1578971,703957,1,B20,40.604556,-73.998168,0.4458327607030148,0.354981887941342
B21,Bay Pkwy,B,2446673,1086573,1,B21,40.601875,-73.993728,0.4441022564110529,0.3355852303862949
B22,25 Av,B,1507759,609450,1,B22,40.597704,-73.986829,0.40420916074783836,-0.11156345279485831
B23,Bay 50 St,B,821873,351591,1,B23,40.588841,-73.983765,0.4277923718141367,0.15277305953056272
D01,Norwood-205 St,Bx,2639003,1315356,1,D01,40.874811,-73.878855,0.4984291416114343,0.9445175474910841
D03,Bedford Park Blvd,Bx,2143375,968590,1,D03,40.873244,-73.887138,0.4518994576310725,0.42298151287748187
D04,Kingsbridge Rd,Bx,2485283,1189102,1,D04,40.866978,-73.893509,0.47845738292178397,0.7206606256246872
D05,Fordham Rd,Bx,3671217,1713032,1,D05,40.861296,-73.897749,0.46661148060711205,0.587883774567165
D06,182-183 Sts,Bx,1513443,761613,1,D06,40.856093,-73.900741,0.5032320345067505,0.9983516056883035
